label	question	sentence
1	What sea were Ctenophores accidently introduced?	Ctenophores may be abundant during the summer months in some coastal locations, but in other places they are uncommon and difficult to find.
1	What later actions by the Nazis could be traced back to Luther's rhetoric?	Reinhold Lewin writes that anybody who "wrote against the Jews for whatever reason believed he had the right to justify himself by triumphantly referring to Luther."
1	What percentage of the population of Warsaw was Jewish in 1897?	Warsaw's prewar Jewish population of more than 350,000 constituted about 30 percent of the city's total population.
1	Who was the number two draft pick for 2011?	This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes.
1	By which year did the American cars mpg start to improve?	An increase in imported cars into North America forced General Motors, Ford and Chrysler to introduce smaller and fuel-efficient models for domestic sales.
1	What is floridean?	The red phycoerytherin pigment is an adaptation to help red algae catch more sunlight in deep water—as such, some red algae that live in shallow water have less phycoerytherin in their rhodoplasts, and can appear more greenish.
0	How many casualties did British get?	Approximately 1,000 British soldiers were killed or injured.
1	Who may also submit private bills to Parliament?	Most draft laws are government bills introduced by ministers in the governing party.
1	What gauge of rail lines do two tourist lines use?	There are also several smaller freight operators and numerous tourist railways operating over lines which were once parts of a state-owned system.
1	Who was Kennedy's science adviser that opposed manned spacecraft flights?	But even after NASA reached internal agreement, it was far from smooth sailing.
1	When was a study conducted of Swedish counties?	Studies of larger data sets have found no correlations for any fixed lead time, and a negative impact on the duration of growth.
1	What type of amendments might members opposed to a bill put on the table?	This stage comprises two parts: consideration of amendments to the bill as a general debate, and a final vote on the bill.
1	In what month and year was the revised Manual of Regulations for Private Schools released?	Per unit costs in private schools are generally lower when compared to public schools.
1	What does the City Council divide itself into?	Bills passed by a simple majority are sent to the mayor (the President of Warsaw), who may sign them into law.
1	The outside of the CM was covered in what kind of material?	It was the only component of the Apollo spacecraft to survive without major configuration changes as the program evolved from the early Apollo study designs.
1	When did Great Britain lose its colonies in North America?	After losing its first Empire to the Americans, Britain then turned its attention towards Asia, Africa, and the Pacific.
1	Who hired Tesla when he moved to New York?	In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment.
0	Dendritic cells are named that because they resemble what?	They are named for their resemblance to neuronal dendrites, as both have many spine-like projections, but dendritic cells are in no way connected to the nervous system.
1	Who were otachi?	Confucian scholars were attracted to the medical profession because it ensured a high income and medical ethics were compatible with Confucian virtues.
1	What is Warsaw known as in Polish?	Its population is estimated at 1.740 million residents within a greater metropolitan area of 2.666 million residents, which makes Warsaw the 9th most-populous capital city in the European Union.
1	What was a non-religious reason for the massacre?	The Catholic Church in France and many of its members opposed the Huguenots.
0	How did the party overthrow the elected government in 1989?	After al-Nimeiry was overthrown in 1985 the party did poorly in national elections, but in 1989 it was able to overthrow the elected post-al-Nimeiry government with the help of the military.
1	What is the name of the basin that was created from a enclosed lake?	During the mid-Eocene, it is believed that the drainage basin of the Amazon was split along the middle of the continent by the Purus Arch.
0	What type of impact can the residents of Newcastle expect the city's noise to have on them?	The report claimed that these noise levels would have a negative long-term impact on the health of the city's residents.
